venue,batting_team,bowler,innings,avg_wickets_20,avg_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Sawai Mansingh Stadium,Rajasthan Royals,AR Patel,42,0.5,17.5,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,AS Rajpoot,52,2,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Abdur Razzak,14,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Anand Rajan,52,1,11,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Ankit Sharma,50,0,13,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Azhar Mahmood,48,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,B Kumar,124,0.333333333,16,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,B Lee,128,1,15,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,BJ Rohrer,14,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,BW Hilfenhaus,24,2,9,2,2,2
Sawai Mansingh Stadium,Rajasthan Royals,Basil Thampi,24,1,17,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Bipul Sharma,38,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,C de Grandhomme,15,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,CH Gayle,20,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,CH Morris,91,0.666666667,17,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,CK Langeveldt,25,1,13,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,CRD Fernando,54,2,4,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,DE Bollinger,50,3,13,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,DJ Bravo,152,1,10,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,DJ Hussey,12,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,DJ Willey,50,1,13,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,DJG Sammy,36,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,DL Chahar,24,2,26,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,DL Vettori,48,0,4,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,DP Vijaykumar,12,0,10,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,DR Smith,36,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,DS Kulkarni,77,2,19,1.5,1,2
Sawai Mansingh Stadium,Rajasthan Royals,DT Christian,52,1,26,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,DW Steyn,119,0.666666667,9.333333333,0.333333333,0,1
Sawai Mansingh Stadium,Rajasthan Royals,GD McGrath,50,1,6,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,HF Gurney,25,2,,,,
Sawai Mansingh Stadium,Rajasthan Royals,HH Pandya,82,1.5,9,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,HV Patel,50,2,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Harbhajan Singh,156,1,29,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,Harmeet Singh,20,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,I Sharma,85,0.666666667,12.66666667,0.333333333,0,1
Sawai Mansingh Stadium,Rajasthan Royals,IK Pathan,114,0.5,19,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Imran Tahir,24,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Iqbal Abdulla,24,0,8,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,J Theron,24,0,20,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,JA Morkel,77,0.333333333,17,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,JD Ryder,6,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,JD Unadkat,36,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,JE Taylor,42,0,2,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,JEC Franklin,6,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,JH Kallis,126,0.6,9.666666667,0.333333333,0,1
Sawai Mansingh Stadium,Rajasthan Royals,JJ Bumrah,98,1.5,4,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,JO Holder,48,2,10,2,2,2
Sawai Mansingh Stadium,Rajasthan Royals,JP Faulkner,25,2,21,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,JR Hopes,50,1,6,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,K Rabada,25,3,19,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,K Upadhyay,38,0,29,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,KA Pollard,85,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,KH Pandya,76,0.5,16,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,KK Ahmed,48,1,6,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,KP Appanna,50,4,,,,
Sawai Mansingh Stadium,Rajasthan Royals,KV Sharma,34,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Kuldeep Yadav,48,0.5,4,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,L Balaji,26,0,9,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,LR Shukla,19,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,M Kartik,112,0,11.5,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,M Markande,48,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,M Morkel,120,0.666666667,8.666666667,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,M Muralitharan,92,0.5,8,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,M Ntini,36,0,18,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,M Prasidh Krishna,27,1,12,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,MC Henriques,26,1,4,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MF Maharoof,52,3,9,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,MG Johnson,26,0,14,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MJ McClenaghan,38,1,16,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,MJ Santner,25,1,15,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,MM Ali,24,0,10,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MM Patel,48,2,4,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,MM Sharma,68,0.5,19,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,MP Stoinis,48,0.5,11,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MS Gony,36,0,26,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Mohammed Shami,90,0.666666667,14.5,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Mohammed Siraj,74,1,1,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Mujeeb Ur Rahman,74,2,17,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Mustafizur Rahman,50,1,6,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,N Rana,12,2,,,,
Sawai Mansingh Stadium,Rajasthan Royals,NA Saini,50,0,31,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,NL McCullum,36,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,NLTC Perera,72,1,6,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,P Awana,48,1,9,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,P Kumar,102,0.666666667,21.33333333,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,P Negi,77,2,,,,
Sawai Mansingh Stadium,Rajasthan Royals,PC Valthaty,6,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,PJ Sangwan,48,0,6,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,PP Chawla,184,0.5,9.25,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,PP Ojha,76,1,15,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Pankaj Singh,24,2,6,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,R Ashwin,146,1.2,10,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,R Bhatia,48,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Dhawan,15,0,7,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,R Rampaul,48,2,8,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,R Sathish,14,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Sharma,116,1,9,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,R Tewatia,25,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Vinay Kumar,154,1,19.5,0.5,0,2
Sawai Mansingh Stadium,Rajasthan Royals,RA Jadeja,146,1,13,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,RD Chahar,48,3,13,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,RE van der Merwe,48,1,14,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,RJ Harris,52,0,25,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,RP Singh,146,0.5,12.5,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,RR Powar,24,0,19,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,RR Raje,50,2,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RS Bopara,28,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RV Gomez,12,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Rashid Khan,96,1,16,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,S Aravind,24,3,10,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,S Kaul,146,1,13,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,S Nadeem,97,1,10,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,S Sreesanth,94,0.5,23.5,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,S Vidyut,26,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SB Bangar,24,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SB Jakati,50,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SB Styris,26,0,14,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SC Ganguly,6,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SE Rutherford,8,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SK Raina,22,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SL Malinga,183,0.4,11.8,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SM Curran,50,2,31,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SM Pollock,50,0,21,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SN Thakur,75,1.5,7.5,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,SP Narine,97,0.5,9,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SR Watson,12,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,ST Jayasuriya,48,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Sandeep Sharma,48,1,9,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,Shahid Afridi,24,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Shakib Al Hasan,112,1,5.666666667,0.333333333,0,1
Sawai Mansingh Stadium,Rajasthan Royals,Shivam Mavi,27,2,13,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,TA Boult,18,1,26,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,TG Southee,25,1,10,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,TK Curran,13,2,,,,
Sawai Mansingh Stadium,Rajasthan Royals,UT Yadav,137,1,15.75,0.25,0,1
Sawai Mansingh Stadium,Rajasthan Royals,Umar Gul,27,4,7,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,V Kohli,31,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,V Sehwag,36,0.5,,,,
Sawai Mansingh Stadium,Rajasthan Royals,VY Mahesh,57,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,WA Mota,12,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,WD Parnell,46,3,7,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Y Venugopal Rao,14,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,YK Pathan,43,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,YS Chahal,76,1,12,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Yuvraj Singh,36,0,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Z Khan,150,1,15,0.5,0,2
Sawai Mansingh Stadium,Royal Challengers Bangalore,A Chandila,48,0,13,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,AC Voges,12,0,17,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,AL Menaria,24,0,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,B Laughlin,24,2,10,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,BA Stokes,18,0,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,DS Kulkarni,19,0,16,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,GB Hogg,26,2,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,IS Sodhi,48,1,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,J Botha,48,0,36,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,JC Archer,75,0.5,21,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,JD Unadkat,40,2,10,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,JP Faulkner,27,0,14,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,K Gowtham,48,0.5,12.5,0.5,0,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,KK Cooper,26,0,2,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,Kamran Khan,36,2,19,1,1,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,LRPL Taylor,12,0,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,MM Patel,48,2,17,1,1,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,Pankaj Singh,48,0.5,17,0.5,0,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,RA Jadeja,24,0,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,S Gopal,72,3.5,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,S Sreesanth,26,1,17,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,SK Trivedi,137,0.8,8,0.5,0,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,SK Warne,144,1.666666667,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,SR Watson,126,1,12,0.333333333,0,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,STR Binny,12,0,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,Sohail Tanvir,54,3,6,2,2,2
Sawai Mansingh Stadium,Royal Challengers Bangalore,VR Aaron,6,0,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,YK Pathan,24,0,,,,
Sawai Mansingh Stadium,Sunrisers Hyderabad,A Chandila,18,2,13,2,2,2
Sawai Mansingh Stadium,Sunrisers Hyderabad,BA Stokes,18,0,,,,
Sawai Mansingh Stadium,Sunrisers Hyderabad,DS Kulkarni,12,0,20,0,0,0
Sawai Mansingh Stadium,Sunrisers Hyderabad,IS Sodhi,18,1,,,,
Sawai Mansingh Stadium,Sunrisers Hyderabad,JC Archer,24,3,7,0,0,0
Sawai Mansingh Stadium,Sunrisers Hyderabad,JD Unadkat,42,1.5,7.5,0,0,0
Sawai Mansingh Stadium,Sunrisers Hyderabad,JP Faulkner,24,5,6,3,3,3
Sawai Mansingh Stadium,Sunrisers Hyderabad,K Gowtham,24,2,6,1,1,1
Sawai Mansingh Stadium,Sunrisers Hyderabad,KK Cooper,28,1,,,,
Sawai Mansingh Stadium,Sunrisers Hyderabad,MK Lomror,6,0,,,,
Sawai Mansingh Stadium,Sunrisers Hyderabad,O Thomas,25,2,20,0,0,0
Sawai Mansingh Stadium,Sunrisers Hyderabad,R Parag,18,0,,,,
Sawai Mansingh Stadium,Sunrisers Hyderabad,S Gopal,24,2,5,1,1,1
Sawai Mansingh Stadium,Sunrisers Hyderabad,SK Trivedi,20,0,,,,
Sawai Mansingh Stadium,Sunrisers Hyderabad,SR Watson,13,0,10,0,0,0
Sawai Mansingh Stadium,Sunrisers Hyderabad,STR Binny,33,0.5,,,,
Sawai Mansingh Stadium,Sunrisers Hyderabad,VR Aaron,25,2,17,0,0,0
Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,GS Sandhu,24,1,,,,
Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,J Yadav,12,1,,,,
Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,JA Morkel,18,2,,,,
Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,S Nadeem,24,0,10,0,0,0
Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,Yuvraj Singh,18,0,,,,
Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,Z Khan,24,2,6,1,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,AB Dinda,24,3,4,1,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,AM Nayar,13,1,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,B Kumar,130,0.333333333,14.66666667,0.333333333,0,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,B Lee,50,1,10,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,BB Sran,50,2,16,1,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,CH Gayle,14,2,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,CJ Jordan,13,1,8,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,DJ Hooda,24,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,I Sharma,48,0,23,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,IC Pandey,48,2,7,2,2,2
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,Iqbal Abdulla,12,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,JH Kallis,36,1,8,1,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,KV Sharma,72,1.5,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,KW Richardson,25,0,8,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,L Balaji,48,1,14,1,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,LJ Wright,8,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,MC Henriques,48,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,MM Sharma,24,0,17,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,Mustafizur Rahman,52,1,9,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,P Kumar,26,0,13,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,P Negi,36,2,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,Parvez Rasool,48,1,6,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,R Ashwin,48,0,4,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,R Bhatia,24,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,R Sharma,18,1,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,RA Jadeja,32,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,RS Bopara,12,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,S Aravind,24,1,15,1,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,SK Raina,12,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,SP Narine,48,0,2,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,SR Watson,24,1,8,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,STR Binny,13,0,10,0,0,0
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,YK Pathan,10,0,,,,
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,YS Chahal,25,3,2,1,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,Yuvraj Singh,24,0,,,,
Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,A Nehra,25,1,13,0,0,0
Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,IK Pathan,25,2,5,1,1,1
Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,M Morkel,25,1,8,1,1,1
Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,S Nadeem,24,1,,,,
Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,UT Yadav,26,2,11,1,1,1
Shaheed Veer Narayan Singh International Stadium,Pune Warriors,A Nehra,50,0,13,0,0,0
Shaheed Veer Narayan Singh International Stadium,Pune Warriors,IK Pathan,48,2,0,0,0,0
Shaheed Veer Narayan Singh International Stadium,Pune Warriors,M Morkel,50,0,20,0,0,0
Shaheed Veer Narayan Singh International Stadium,Pune Warriors,S Nadeem,48,0,,,,
Shaheed Veer Narayan Singh International Stadium,Pune Warriors,UT Yadav,50,2,10,0,0,0
Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,A Mishra,48,0,,,,
Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,CH Morris,38,1,31,1,1,1
Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,CR Brathwaite,38,1,,,,
Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,J Yadav,12,0,,,,
Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,P Negi,36,1,,,,
Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,Z Khan,50,1,18,1,1,1
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,A Mishra,36,0.5,,,,
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,CR Brathwaite,25,3,4,1,1,1
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,J Yadav,48,0.5,13.5,0,0,0
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,JA Morkel,18,0,,,,
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,JP Duminy,19,0.5,,,,
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,NM Coulter-Nile,48,2,13,0.5,0,1
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,Z Khan,50,0.5,15,0.5,0,1
Sharjah Cricket Stadium,Chennai Super Kings,A Mishra,42,0,,,,
Sharjah Cricket Stadium,Chennai Super Kings,A Nortje,24,2,14,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,AR Patel,24,0,3,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,B Kumar,48,2,17,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,DW Steyn,48,0,14,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,I Sharma,48,2,,,,
Sharjah Cricket Stadium,Chennai Super Kings,JC Archer,50,1,9,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,JD Unadkat,52,0,16,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,JJ Bumrah,24,2,16,2,2,2
Sharjah Cricket Stadium,Chennai Super Kings,K Rabada,26,1,10,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,KA Pollard,6,0,,,,
Sharjah Cricket Stadium,Chennai Super Kings,KH Pandya,19,0,3,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,KV Sharma,48,1,16,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,MP Stoinis,6,0,,,,
Sharjah Cricket Stadium,Chennai Super Kings,NM Coulter-Nile,27,1,,,,
Sharjah Cricket Stadium,Chennai Super Kings,R Ashwin,18,0,,,,
Sharjah Cricket Stadium,Chennai Super Kings,R Tewatia,48,3,,,,
Sharjah Cricket Stadium,Chennai Super Kings,RD Chahar,24,2,,,,
Sharjah Cricket Stadium,Chennai Super Kings,S Gopal,48,1,11,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,TA Boult,25,4,5,3,3,3
Sharjah Cricket Stadium,Chennai Super Kings,TK Curran,50,1,17,0,0,0
Sharjah Cricket Stadium,Chennai Super Kings,TU Deshpande,26,1,12,1,1,1
Sharjah Cricket Stadium,Delhi Capitals,AB Dinda,25,0,,,,
Sharjah Cricket Stadium,Delhi Capitals,AD Russell,24,2,,,,
Sharjah Cricket Stadium,Delhi Capitals,AJ Tye,27,2,8,1,1,1
Sharjah Cricket Stadium,Delhi Capitals,CJ Anderson,24,1,,,,
Sharjah Cricket Stadium,Delhi Capitals,CV Varun,24,1,13,1,1,1
Sharjah Cricket Stadium,Delhi Capitals,DJ Bravo,38,1,,,,
Sharjah Cricket Stadium,Delhi Capitals,DL Chahar,48,2,13,2,2,2
Sharjah Cricket Stadium,Delhi Capitals,Harbhajan Singh,48,0,9,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,JA Morkel,18,1,18,1,1,1
Sharjah Cricket Stadium,Delhi Capitals,JC Archer,25,3,11,2,2,2
Sharjah Cricket Stadium,Delhi Capitals,KL Nagarkoti,20,1,,,,
Sharjah Cricket Stadium,Delhi Capitals,KV Sharma,36,0,,,,
Sharjah Cricket Stadium,Delhi Capitals,Kartik Tyagi,25,1,7,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,MA Starc,26,1,12,1,1,1
Sharjah Cricket Stadium,Delhi Capitals,PJ Cummins,24,0,21,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,PP Ojha,48,0,6,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,R Tewatia,25,2,,,,
Sharjah Cricket Stadium,Delhi Capitals,RA Jadeja,24,0,,,,
Sharjah Cricket Stadium,Delhi Capitals,RG Sharma,24,1,,,,
Sharjah Cricket Stadium,Delhi Capitals,S Gopal,12,0,,,,
Sharjah Cricket Stadium,Delhi Capitals,SL Malinga,50,2,14,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,SM Curran,50,1,8,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,SN Thakur,48,1,20,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,SP Narine,12,0,15,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,Shivam Mavi,18,0,8,0,0,0
Sharjah Cricket Stadium,Delhi Capitals,VR Aaron,33,0.5,12.5,0.5,0,1
Sharjah Cricket Stadium,Delhi Capitals,YS Chahal,25,1,,,,
Sharjah Cricket Stadium,Delhi Capitals,Yuvraj Singh,12,0,,,,
Sharjah Cricket Stadium,Delhi Capitals,Z Khan,34,0,2,0,0,0
Sharjah Cricket Stadium,Kolkata Knight Riders,A Mishra,26,1,,,,
Sharjah Cricket Stadium,Kolkata Knight Riders,A Nortje,48,3,20,1,1,1
Sharjah Cricket Stadium,Kolkata Knight Riders,AB Dinda,25,0,,,,
Sharjah Cricket Stadium,Kolkata Knight Riders,Arshdeep Singh,13,0,18,0,0,0
Sharjah Cricket Stadium,Kolkata Knight Riders,CH Morris,48,2,7,0,0,0
Sharjah Cricket Stadium,Kolkata Knight Riders,CJ Jordan,26,2,,,,
Sharjah Cricket Stadium,Kolkata Knight Riders,GJ Maxwell,12,1,9,1,1,1
